Timestamp,Solar radiation [W/m²],Wind directon [deg],Precipitation [mm],Wind speed [m/s],Air temperature [°C],Relative humidity [%],Dew Point [°C],CumPrec [mm]
2016-04-27 23:30:00,0.0,225.0,0.0,2.8,2.9,92.9,1.7,10.0
2016-04-28 00:00:00,0.0,237.0,0.0,2.3,2.8,92.9,1.6,10.0
2016-04-28 00:30:00,0.0,235.0,0.0,2.7,2.7,92.9,1.5,10.0
2016-04-28 01:00:00,0.0,232.0,0.0,2.6,2.5,93.2,1.4,10.0
2016-04-28 01:30:00,0.0,236.0,0.0,2.5,2.4,93.4,1.3,10.0
2016-04-28 02:00:00,0.0,232.0,0.0,2.4,2.2,93.8,1.2,10.0
2016-04-28 02:30:00,0.0,247.0,0.0,2.4,2.3,93.8,1.2,10.0
2016-04-28 03:00:00,0.0,240.0,0.0,2.1,2.2,94.0,1.2,10.0
2016-04-28 03:30:00,0.0,239.0,0.0,2.1,2.4,93.8,1.3,10.0
2016-04-28 04:00:00,0.0,243.0,0.0,2.1,2.4,93.5,1.3,10.0
2016-04-28 04:30:00,0.0,238.0,0.0,1.9,2.1,93.7,1.1,10.0
2016-04-28 05:00:00,0.0,243.0,0.0,2.1,2.1,93.7,1.0,10.0
2016-04-28 05:30:00,0.0,235.0,0.0,2.1,2.4,93.3,1.2,10.0
2016-04-28 06:00:00,8.0,242.0,0.0,2.3,2.7,92.4,1.4,10.0
2016-04-28 06:30:00,23.0,236.0,0.0,2.6,2.8,92.1,1.5,10.0
2016-04-28 07:00:00,144.0,252.0,0.0,3.0,3.4,90.1,1.8,10.0
2016-04-28 07:30:00,115.0,261.0,0.0,3.3,3.8,87.2,1.7,10.0
2016-04-28 08:00:00,322.0,264.0,0.0,3.7,4.5,84.8,2.0,10.0
2016-04-28 08:30:00,238.0,267.0,0.0,3.7,5.0,82.4,2.0,10.0
2016-04-28 09:00:00,337.0,265.0,0.0,4.0,5.0,81.1,1.9,10.0
2016-04-28 09:30:00,283.0,259.0,0.0,3.8,5.8,78.3,2.2,10.0
2016-04-28 10:00:00,118.0,261.0,0.0,3.0,6.0,75.4,1.8,10.0
2016-04-28 10:30:00,298.0,259.0,0.0,2.9,6.4,72.8,1.6,10.0
2016-04-28 11:00:00,213.0,284.0,0.0,3.7,6.5,67.2,0.7,10.0
2016-04-28 11:30:00,359.0,287.0,0.0,3.2,7.4,62.5,0.6,10.0
2016-04-28 12:00:00,372.0,272.0,0.4,2.6,6.0,78.2,2.3,10.4
2016-04-28 12:30:00,144.0,297.0,0.2,2.4,6.4,73.2,1.8,10.6
2016-04-28 13:00:00,390.0,271.0,0.2,1.0,6.8,74.6,2.5,10.8
2016-04-28 13:30:00,335.0,285.0,0.0,2.7,8.6,58.0,0.7,10.8
2016-04-28 14:00:00,484.0,268.0,0.0,3.1,9.1,54.0,0.0,10.8
2016-04-28 14:30:00,709.0,295.0,0.0,3.3,9.4,58.0,1.3,10.8
2016-04-28 15:00:00,594.0,340.0,0.0,1.9,9.0,65.7,2.7,10.8
2016-04-28 15:30:00,241.0,319.0,0.0,2.3,8.5,65.1,2.2,10.8
2016-04-28 16:00:00,232.0,301.0,0.0,1.9,8.2,68.7,2.6,10.8
2016-04-28 16:30:00,71.0,297.0,0.0,2.2,8.0,65.7,1.8,10.8
2016-04-28 17:00:00,91.0,266.0,0.0,1.8,6.9,70.7,1.8,10.8
2016-04-28 17:30:00,127.0,298.0,0.0,1.9,7.3,68.2,1.7,10.8
2016-04-28 18:00:00,140.0,305.0,0.0,1.5,7.9,66.3,1.7,10.8
2016-04-28 18:30:00,63.0,244.0,0.0,1.3,8.2,61.9,1.1,10.8
2016-04-28 19:00:00,42.0,238.0,0.0,1.6,7.4,66.5,1.4,10.8
2016-04-28 19:30:00,7.0,230.0,0.0,0.9,6.5,69.5,1.1,10.8
2016-04-28 20:00:00,0.0,213.0,0.0,0.0,4.7,80.7,1.4,10.8
2016-04-28 20:30:00,0.0,201.0,0.0,0.0,3.5,88.4,1.5,10.8
2016-04-28 21:00:00,0.0,184.0,0.0,0.8,4.3,84.5,1.8,10.8
2016-04-28 21:30:00,0.0,186.0,0.0,0.9,4.2,84.8,1.7,10.8
2016-04-28 22:00:00,0.0,194.0,0.0,0.7,3.4,89.3,1.6,10.8
2016-04-28 22:30:00,0.0,207.0,0.0,1.2,3.8,88.0,1.8,10.8
2016-04-28 23:00:00,0.0,217.0,0.0,2.1,4.3,85.6,1.9,10.8
2016-04-28 23:30:00,0.0,201.0,0.0,0.9,4.1,86.7,2.0,10.8
2016-04-29 00:00:00,0.0,206.0,0.0,0.8,3.0,90.0,1.4,10.8
2016-04-29 00:30:00,0.0,196.0,0.0,0.0,2.3,94.0,1.3,10.8
2016-04-29 01:00:00,0.0,186.0,0.0,0.0,2.5,92.9,1.3,10.8
2016-04-29 01:30:00,0.0,172.0,0.0,0.9,2.6,92.1,1.3,10.8
2016-04-29 02:00:00,0.0,176.0,0.0,0.8,2.5,91.0,1.0,10.8
2016-04-29 02:30:00,0.0,178.0,0.0,1.2,2.2,90.5,0.6,10.8
2016-04-29 03:00:00,0.0,183.0,0.0,1.6,2.2,87.4,0.1,10.8
2016-04-29 03:30:00,0.0,188.0,0.0,1.5,1.9,87.5,0.0,10.8
2016-04-29 04:00:00,0.0,193.0,0.0,0.6,1.4,89.0,-0.2,10.8
2016-04-29 04:30:00,0.0,184.0,0.0,0.7,1.1,90.5,-0.3,10.8
2016-04-29 05:00:00,0.0,181.0,0.0,0.4,1.1,90.6,-0.3,10.8
2016-04-29 05:30:00,16.0,162.0,0.0,1.5,2.0,86.5,0.0,10.8
2016-04-29 06:00:00,35.0,150.0,0.0,1.4,2.3,85.2,0.0,10.8
2016-04-29 06:30:00,80.0,149.0,0.0,1.0,2.7,85.4,0.3,10.8
2016-04-29 07:00:00,226.0,168.0,0.0,1.4,4.6,78.5,1.0,10.8
2016-04-29 07:30:00,315.0,170.0,0.0,2.4,6.3,70.9,1.2,10.8
2016-04-29 08:00:00,344.0,192.0,0.0,3.0,7.5,65.8,1.2,10.8
2016-04-29 08:30:00,399.0,184.0,0.0,3.4,7.8,64.9,1.5,10.8
2016-04-29 09:00:00,424.0,210.0,0.0,3.7,8.8,60.3,1.4,10.8
2016-04-29 09:30:00,585.0,215.0,0.0,4.1,9.7,58.0,1.6,10.8
2016-04-29 10:00:00,586.0,210.0,0.0,5.2,10.2,53.5,1.0,10.8
2016-04-29 10:30:00,478.0,216.0,0.0,4.8,10.4,51.4,0.6,10.8
2016-04-29 11:00:00,697.0,205.0,0.0,4.6,11.4,46.3,0.2,10.8
2016-04-29 11:30:00,378.0,207.0,0.0,4.7,11.2,44.1,-0.7,10.8
2016-04-29 12:00:00,495.0,203.0,0.0,5.0,11.7,39.8,-1.7,10.8
2016-04-29 12:30:00,301.0,207.0,0.0,5.2,11.8,38.7,-1.9,10.8
2016-04-29 13:00:00,429.0,189.0,0.0,5.1,12.3,40.3,-0.9,10.8
2016-04-29 13:30:00,390.0,204.0,0.0,5.1,12.1,40.6,-0.9,10.8
2016-04-29 14:00:00,515.0,215.0,0.0,5.3,12.8,37.8,-1.3,10.8
2016-04-29 14:30:00,633.0,201.0,0.0,5.0,13.0,37.0,-1.5,10.8
2016-04-29 15:00:00,468.0,213.0,0.0,4.6,13.3,35.9,-1.6,10.8
2016-04-29 15:30:00,449.0,194.0,0.0,4.5,13.3,37.2,-1.0,10.8
2016-04-29 16:00:00,383.0,209.0,0.0,4.5,13.6,34.5,-1.8,10.8
2016-04-29 16:30:00,156.0,223.0,0.0,4.4,12.9,35.9,-1.9,10.8
2016-04-29 17:00:00,157.0,224.0,0.0,4.1,13.0,36.3,-1.7,10.8
2016-04-29 17:30:00,123.0,193.0,0.0,3.8,12.7,37.7,-1.4,10.8
2016-04-29 18:00:00,92.0,192.0,0.0,3.5,12.5,39.6,-0.9,10.8
2016-04-29 18:30:00,52.0,210.0,0.0,3.2,12.2,41.1,-0.6,10.8
2016-04-29 19:00:00,34.0,196.0,0.0,2.2,11.6,44.7,0.0,10.8
2016-04-29 19:30:00,11.0,201.0,0.0,1.1,10.9,47.9,0.0,10.8
2016-04-29 20:00:00,0.0,206.0,0.0,0.1,9.2,57.0,1.0,10.8
2016-04-29 20:30:00,0.0,182.0,0.0,0.6,9.1,55.9,0.6,10.8
2016-04-29 21:00:00,0.0,110.0,0.0,0.7,8.6,57.3,0.4,10.8
2016-04-29 21:30:00,0.0,121.0,0.0,1.0,7.5,62.5,0.7,10.8
2016-04-29 22:00:00,0.0,73.0,0.0,0.0,8.0,57.9,0.1,10.8
2016-04-29 22:30:00,0.0,175.0,0.0,0.1,8.1,57.8,0.2,10.8
2016-04-29 23:00:00,0.0,194.0,0.0,0.7,8.1,58.3,0.2,10.8
2016-04-29 23:30:00,0.0,162.0,0.0,0.2,7.4,61.4,0.2,10.8
2016-04-30 00:00:00,0.0,145.0,0.0,0.9,7.1,63.2,0.3,10.8
2016-04-30 00:30:00,0.0,162.0,0.0,1.2,7.1,63.4,0.4,10.8
2016-04-30 01:00:00,0.0,162.0,0.0,1.5,6.9,65.0,0.7,10.8
2016-04-30 01:30:00,0.0,171.0,0.0,1.4,6.8,65.5,0.6,10.8
2016-04-30 02:00:00,0.0,168.0,0.0,1.4,6.9,64.5,0.6,10.8
2016-04-30 02:30:00,0.0,170.0,0.0,1.4,6.7,65.3,0.6,10.8
2016-04-30 03:00:00,0.0,182.0,0.0,1.4,7.0,63.3,0.3,10.8
2016-04-30 03:30:00,0.0,172.0,0.0,1.4,6.6,64.9,0.4,10.8
2016-04-30 04:00:00,0.0,166.0,0.0,1.5,6.3,66.9,0.4,10.8
2016-04-30 04:30:00,0.0,164.0,0.0,1.3,6.1,67.8,0.4,10.8
2016-04-30 05:00:00,0.0,157.0,0.0,1.3,6.0,67.6,0.3,10.8
2016-04-30 05:30:00,18.0,167.0,0.0,1.4,6.0,68.0,0.4,10.8
2016-04-30 06:00:00,51.0,185.0,0.0,1.1,6.1,67.9,0.4,10.8
2016-04-30 06:30:00,87.0,276.0,0.0,0.0,6.2,69.3,0.7,10.8
2016-04-30 07:00:00,126.0,194.0,0.0,0.0,6.3,72.4,1.5,10.8
2016-04-30 07:30:00,189.0,203.0,0.0,0.3,7.4,69.1,1.9,10.8
2016-04-30 08:00:00,230.0,205.0,0.0,0.5,8.4,65.0,2.1,10.8
2016-04-30 08:30:00,304.0,204.0,0.0,0.9,9.2,61.8,2.1,10.8
2016-04-30 09:00:00,423.0,234.0,0.0,0.6,10.4,59.6,2.7,10.8
2016-04-30 09:30:00,414.0,186.0,0.0,0.9,11.1,58.0,2.9,10.8
2016-04-30 10:00:00,646.0,216.0,0.0,0.8,12.3,51.3,2.2,10.8
2016-04-30 10:30:00,605.0,229.0,0.0,1.3,13.2,49.2,2.6,10.8
2016-04-30 11:00:00,617.0,256.0,0.0,1.0,13.6,46.0,2.0,10.8
2016-04-30 11:30:00,748.0,174.0,0.0,1.0,14.2,43.6,1.9,10.8
2016-04-30 12:00:00,495.0,190.0,0.0,1.3,14.3,44.0,1.9,10.8
2016-04-30 12:30:00,610.0,287.0,0.0,1.6,14.4,43.6,2.1,10.8
2016-04-30 13:00:00,513.0,345.0,0.0,0.8,14.7,43.2,2.1,10.8
2016-04-30 13:30:00,645.0,355.0,0.0,1.5,14.9,42.3,1.9,10.8
2016-04-30 14:00:00,558.0,306.0,0.0,1.7,14.8,44.5,2.6,10.8
2016-04-30 14:30:00,581.0,295.0,0.0,3.1,14.1,56.7,5.4,10.8
2016-04-30 15:00:00,315.0,295.0,0.0,3.7,12.7,64.8,6.1,10.8
2016-04-30 15:30:00,340.0,305.0,0.0,3.4,12.1,65.8,5.7,10.8
2016-04-30 16:00:00,234.0,304.0,0.0,3.0,11.7,66.5,5.4,10.8
2016-04-30 16:30:00,118.0,310.0,0.0,2.3,11.3,66.8,5.1,10.8
2016-04-30 17:00:00,125.0,303.0,0.0,2.3,10.9,65.5,4.6,10.8
2016-04-30 17:30:00,129.0,341.0,0.0,2.1,10.9,66.3,4.7,10.8
2016-04-30 18:00:00,101.0,343.0,0.0,2.1,10.9,67.4,4.8,10.8
2016-04-30 18:30:00,72.0,311.0,0.0,1.7,10.4,68.2,4.6,10.8
2016-04-30 19:00:00,56.0,303.0,0.0,1.7,9.9,68.8,4.3,10.8
2016-04-30 19:30:00,10.0,336.0,0.0,1.0,9.6,70.5,4.4,10.8
2016-04-30 20:00:00,0.0,356.0,0.0,1.3,9.5,71.3,4.4,10.8
2016-04-30 20:30:00,0.0,4.0,0.0,2.2,9.1,72.3,4.2,10.8
2016-04-30 21:00:00,0.0,14.0,0.0,2.2,8.5,72.7,3.7,10.8
2016-04-30 21:30:00,0.0,11.0,0.0,2.3,8.3,73.1,3.7,10.8
2016-04-30 22:00:00,0.0,11.0,0.0,2.3,8.0,75.3,3.7,10.8
2016-04-30 22:30:00,0.0,358.0,0.0,2.2,8.0,76.0,3.8,10.8
2016-04-30 23:00:00,0.0,8.0,0.0,2.1,7.7,77.9,3.9,10.8
2016-04-30 23:30:00,0.0,4.0,0.0,1.9,7.6,78.8,4.0,10.8
2016-05-01 00:00:00,0.0,4.0,0.0,1.6,7.5,79.5,4.0,10.8
2016-05-01 00:30:00,0.0,16.0,0.0,2.3,7.3,80.2,4.1,10.8
2016-05-01 01:00:00,0.0,12.0,0.0,2.3,7.2,80.7,3.9,10.8
2016-05-01 01:30:00,0.0,7.0,0.0,1.6,6.9,81.6,3.9,10.8
2016-05-01 02:00:00,0.0,18.0,0.0,2.4,6.9,80.4,3.6,10.8
2016-05-01 02:30:00,0.0,16.0,0.0,2.4,6.6,81.9,3.6,10.8
2016-05-01 03:00:00,0.0,10.0,0.0,1.6,6.0,85.1,3.5,10.8
2016-05-01 03:30:00,0.0,320.0,0.0,1.0,5.6,86.6,3.4,10.8
2016-05-01 04:00:00,0.0,351.0,0.0,1.1,5.3,87.2,3.2,10.8
2016-05-01 04:30:00,0.0,344.0,0.0,0.2,5.1,88.3,3.1,10.8
2016-05-01 05:00:00,0.0,310.0,0.0,0.2,4.5,90.8,3.1,10.8
2016-05-01 05:30:00,18.0,286.0,0.0,0.0,4.6,91.0,3.2,10.8
2016-05-01 06:00:00,52.0,294.0,0.0,0.4,4.9,90.8,3.4,10.8
2016-05-01 06:30:00,113.0,345.0,0.0,0.7,5.5,90.3,3.9,10.8
2016-05-01 07:00:00,189.0,2.0,0.0,1.7,6.3,88.0,4.3,10.8
2016-05-01 07:30:00,277.0,16.0,0.0,2.9,7.2,84.9,4.7,10.8
2016-05-01 08:00:00,329.0,25.0,0.0,3.2,8.3,81.5,5.2,10.8
2016-05-01 08:30:00,389.0,21.0,0.0,3.7,8.9,79.0,5.3,10.8
2016-05-01 09:00:00,505.0,23.0,0.0,3.4,9.8,76.1,5.7,10.8
2016-05-01 09:30:00,567.0,25.0,0.0,3.4,10.5,73.4,5.8,10.8
2016-05-01 10:00:00,629.0,21.0,0.0,3.7,11.2,71.2,6.0,10.8
2016-05-01 10:30:00,709.0,23.0,0.0,3.7,12.2,68.5,6.4,10.8
2016-05-01 11:00:00,726.0,3.0,0.0,3.3,13.1,66.2,6.8,10.8
2016-05-01 11:30:00,773.0,9.0,0.0,3.1,13.8,63.6,6.8,10.8
2016-05-01 12:00:00,793.0,13.0,0.0,3.0,14.8,60.8,7.1,10.8
2016-05-01 12:30:00,815.0,61.0,0.0,3.4,15.6,55.4,6.4,10.8
2016-05-01 13:00:00,759.0,57.0,0.0,3.0,15.9,50.2,5.4,10.8
2016-05-01 13:30:00,689.0,54.0,0.0,3.5,16.4,45.9,4.5,10.8
2016-05-01 14:00:00,751.0,55.0,0.0,3.5,16.6,47.1,5.1,10.8
2016-05-01 14:30:00,722.0,42.0,0.0,3.0,16.8,48.5,5.6,10.8
2016-05-01 15:00:00,460.0,46.0,0.0,3.3,16.7,47.9,5.4,10.8
2016-05-01 15:30:00,595.0,32.0,0.0,3.2,17.2,44.4,4.7,10.8
2016-05-01 16:00:00,456.0,39.0,0.0,3.2,17.2,43.6,4.5,10.8
2016-05-01 16:30:00,233.0,42.0,0.0,2.6,16.9,44.3,4.4,10.8
2016-05-01 17:00:00,224.0,48.0,0.0,3.1,17.1,45.4,5.0,10.8
2016-05-01 17:30:00,136.0,23.0,0.0,2.8,16.9,46.1,5.0,10.8
2016-05-01 18:00:00,148.0,30.0,0.0,3.1,17.0,44.8,4.7,10.8
2016-05-01 18:30:00,63.0,31.0,0.0,2.4,16.6,45.0,4.4,10.8
2016-05-01 19:00:00,37.0,35.0,0.0,1.8,15.8,49.9,5.2,10.8
2016-05-01 19:30:00,13.0,25.0,0.0,2.6,15.0,56.6,6.2,10.8
2016-05-01 20:00:00,0.0,26.0,0.0,3.2,13.9,63.0,6.8,10.8
2016-05-01 20:30:00,0.0,27.0,0.0,2.9,13.1,65.1,6.5,10.8
2016-05-01 21:00:00,0.0,27.0,0.0,1.8,12.2,68.6,6.4,10.8
2016-05-01 21:30:00,0.0,35.0,0.0,0.9,10.9,74.0,6.3,10.8
2016-05-01 22:00:00,0.0,50.0,0.0,1.1,10.5,75.1,6.1,10.8
2016-05-01 22:30:00,0.0,37.0,0.0,1.5,10.1,77.6,6.2,10.8
2016-05-01 23:00:00,0.0,30.0,0.0,1.5,9.6,79.7,6.0,10.8
2016-05-01 23:30:00,0.0,32.0,0.0,1.5,9.2,81.0,5.9,10.8
2016-05-02 00:00:00,0.0,29.0,0.0,1.6,8.7,83.8,5.9,10.8
2016-05-02 00:30:00,0.0,18.0,0.0,1.2,7.7,88.0,5.7,10.8
2016-05-02 01:00:00,0.0,30.0,0.0,1.2,7.3,90.4,5.7,10.8
2016-05-02 01:30:00,0.0,255.0,0.0,0.5,6.7,91.8,5.3,10.8
2016-05-02 02:00:00,0.0,223.0,0.0,0.1,5.8,94.1,4.8,10.8
2016-05-02 02:30:00,0.0,177.0,0.0,0.0,5.0,95.9,4.3,10.8
2016-05-02 03:00:00,0.0,111.0,0.0,0.0,4.8,97.1,4.3,10.8
2016-05-02 03:30:00,0.0,21.0,0.0,0.0,3.9,97.5,3.5,10.8
2016-05-02 04:00:00,0.0,340.0,0.0,0.0,4.4,98.3,4.0,10.8
2016-05-02 04:30:00,0.0,280.0,0.0,0.0,3.9,98.7,3.5,10.8
2016-05-02 05:00:00,0.0,142.0,0.0,0.0,3.6,99.2,3.3,10.8
2016-05-02 05:30:00,16.0,174.0,0.0,0.0,3.5,99.5,3.3,10.8
2016-05-02 06:00:00,32.0,175.0,0.0,0.0,4.7,99.7,4.5,10.8
2016-05-02 06:30:00,101.0,226.0,0.0,0.0,5.8,99.8,5.6,10.8
2016-05-02 07:00:00,169.0,348.0,0.0,0.0,7.2,99.7,7.0,10.8
2016-05-02 07:30:00,253.0,83.0,0.0,0.0,9.2,94.5,8.1,10.8
2016-05-02 08:00:00,378.0,96.0,0.0,0.0,10.7,82.5,7.6,10.8
2016-05-02 08:30:00,472.0,19.0,0.0,0.0,11.9,73.5,7.2,10.8
2016-05-02 09:00:00,561.0,39.0,0.0,0.1,12.8,65.7,6.3,10.8
2016-05-02 09:30:00,625.0,47.0,0.0,0.4,14.1,55.5,5.1,10.8
2016-05-02 10:00:00,682.0,313.0,0.0,0.5,14.8,53.0,5.0,10.8
2016-05-02 10:30:00,737.0,53.0,0.0,1.2,15.6,47.8,4.4,10.8
2016-05-02 11:00:00,777.0,354.0,0.0,0.7,16.8,44.5,4.4,10.8
2016-05-02 11:30:00,808.0,103.0,0.0,1.0,17.4,45.1,5.2,10.8
2016-05-02 12:00:00,813.0,101.0,0.0,1.7,17.8,39.7,3.6,10.8
2016-05-02 12:30:00,816.0,35.0,0.0,1.7,17.8,39.7,3.6,10.8
2016-05-02 13:00:00,811.0,78.0,0.0,1.7,18.5,37.5,3.5,10.8
2016-05-02 13:30:00,786.0,120.0,0.0,2.0,18.7,37.0,3.5,10.8
2016-05-02 14:00:00,757.0,120.0,0.0,1.8,19.1,38.6,4.3,10.8
2016-05-02 14:30:00,705.0,69.0,0.0,2.2,19.1,38.2,4.3,10.8
2016-05-02 15:00:00,706.0,107.0,0.0,2.1,19.3,37.6,4.2,10.8
2016-05-02 15:30:00,577.0,116.0,0.0,2.2,19.2,37.4,4.2,10.8
2016-05-02 16:00:00,515.0,152.0,0.0,2.2,19.5,32.3,2.2,10.8
2016-05-02 16:30:00,332.0,139.0,0.0,2.9,19.4,32.2,2.1,10.8
2016-05-02 17:00:00,259.0,115.0,0.0,3.1,19.2,31.2,1.4,10.8
2016-05-02 17:30:00,255.0,153.0,0.0,2.5,19.0,37.2,3.8,10.8
2016-05-02 18:00:00,129.0,173.0,0.0,2.7,18.6,38.5,3.9,10.8
2016-05-02 18:30:00,42.0,159.0,0.0,2.5,18.2,39.4,3.9,10.8
2016-05-02 19:00:00,43.0,165.0,0.0,2.1,17.6,41.9,4.3,10.8
2016-05-02 19:30:00,8.0,164.0,0.0,1.1,16.7,46.7,5.0,10.8
2016-05-02 20:00:00,0.0,223.0,0.0,0.0,14.7,55.7,5.7,10.8
2016-05-02 20:30:00,0.0,232.0,0.0,0.0,12.0,68.4,6.2,10.8
2016-05-02 21:00:00,0.0,232.0,0.0,0.0,10.4,75.3,6.1,10.8
2016-05-02 21:30:00,0.0,195.0,0.0,0.0,9.7,79.5,6.1,10.8
2016-05-02 22:00:00,0.0,127.0,0.0,1.0,11.5,70.1,6.0,10.8
2016-05-02 22:30:00,0.0,174.0,0.0,1.1,12.4,65.9,6.0,10.8
2016-05-02 23:00:00,0.0,144.0,0.0,1.0,12.2,66.6,6.0,10.8
2016-05-02 23:30:00,0.0,197.0,0.0,0.9,11.9,66.1,5.7,10.8
2016-05-03 00:00:00,0.0,144.0,0.0,0.2,10.8,70.5,5.5,10.8
2016-05-03 00:30:00,0.0,194.0,0.0,1.2,10.9,69.1,5.4,10.8
2016-05-03 01:00:00,0.0,191.0,0.0,1.4,10.4,70.5,5.1,10.8
2016-05-03 01:30:00,0.0,181.0,0.0,1.6,10.3,70.2,4.9,10.8
2016-05-03 02:00:00,0.0,178.0,0.0,1.9,10.3,69.8,4.8,10.8
2016-05-03 02:30:00,0.0,181.0,0.0,1.2,9.8,71.5,4.7,10.8
2016-05-03 03:00:00,0.0,185.0,0.0,0.6,9.4,73.6,4.7,10.8
2016-05-03 03:30:00,0.0,113.0,0.0,0.1,7.9,79.3,4.4,10.8
2016-05-03 04:00:00,0.0,175.0,0.0,0.0,7.8,81.2,4.6,10.8
2016-05-03 04:30:00,0.0,287.0,0.0,0.0,8.3,78.4,4.6,10.8
2016-05-03 05:00:00,10.0,190.0,0.0,0.0,7.4,83.2,4.6,10.8
2016-05-03 05:30:00,40.0,279.0,0.0,0.0,6.8,86.9,4.7,10.8
2016-05-03 06:00:00,93.0,55.0,0.0,0.0,7.3,90.5,5.7,10.8
2016-05-03 06:30:00,115.0,207.0,0.0,0.0,9.9,77.8,6.0,10.8
2016-05-03 07:00:00,189.0,247.0,0.0,0.2,10.8,72.6,5.9,10.8
2016-05-03 07:30:00,271.0,253.0,0.0,1.6,11.7,71.1,6.4,10.8
2016-05-03 08:00:00,324.0,274.0,0.0,1.3,12.9,67.6,6.9,10.8
2016-05-03 08:30:00,303.0,289.0,0.0,1.7,13.4,66.3,7.1,10.8
2016-05-03 09:00:00,359.0,282.0,0.0,1.7,13.6,67.5,7.5,10.8
2016-05-03 09:30:00,382.0,293.0,0.0,2.3,14.0,65.1,7.4,10.8
2016-05-03 10:00:00,233.0,293.0,0.0,2.3,13.8,64.7,7.1,10.8
2016-05-03 10:30:00,105.0,288.0,0.0,2.5,13.3,69.2,7.6,10.8
2016-05-03 11:00:00,63.0,297.0,0.0,4.0,11.1,84.6,8.4,10.8
2016-05-03 11:30:00,107.0,304.0,0.0,3.5,10.2,82.9,7.2,10.8
2016-05-03 12:00:00,36.0,290.0,0.0,3.2,9.6,87.8,7.5,10.8
2016-05-03 12:30:00,68.0,297.0,0.6,3.3,9.2,90.6,7.5,11.4
2016-05-03 13:00:00,81.0,300.0,1.2,2.5,8.8,94.4,7.8,12.6
2016-05-03 13:30:00,72.0,303.0,0.4,2.3,8.8,94.5,7.8,13.0
2016-05-03 14:00:00,75.0,299.0,0.4,1.8,9.0,93.4,7.8,13.4
2016-05-03 14:30:00,111.0,308.0,0.0,1.4,9.4,91.5,7.9,13.4
2016-05-03 15:00:00,135.0,320.0,0.4,1.6,9.8,90.9,8.2,13.8
2016-05-03 15:30:00,221.0,327.0,0.0,2.0,10.3,85.8,7.9,13.8
2016-05-03 16:00:00,211.0,297.0,0.0,2.0,10.6,82.2,7.6,13.8
2016-05-03 16:30:00,188.0,295.0,0.0,2.1,10.8,79.8,7.3,13.8
2016-05-03 17:00:00,180.0,329.0,0.0,2.3,11.0,77.3,7.0,13.8
2016-05-03 17:30:00,129.0,351.0,0.0,1.7,11.1,77.1,7.0,13.8
2016-05-03 18:00:00,107.0,330.0,0.2,1.9,10.8,78.8,7.1,14.0
2016-05-03 18:30:00,61.0,295.0,0.0,1.7,11.0,78.1,7.1,14.0
2016-05-03 19:00:00,45.0,296.0,0.0,0.1,10.8,79.9,7.2,14.0
2016-05-03 19:30:00,23.0,294.0,0.0,0.7,10.4,76.5,6.3,14.0
2016-05-03 20:00:00,0.0,297.0,0.0,0.5,9.8,67.8,4.0,14.0
2016-05-03 20:30:00,0.0,301.0,0.0,1.3,9.3,65.5,3.0,14.0
2016-05-03 21:00:00,0.0,299.0,0.0,1.3,8.8,64.8,2.4,14.0
2016-05-03 21:30:00,0.0,295.0,0.0,1.6,8.2,66.3,2.2,14.0
2016-05-03 22:00:00,0.0,296.0,0.0,1.7,7.7,70.0,2.4,14.0
2016-05-03 22:30:00,0.0,300.0,0.0,1.5,7.2,73.6,2.7,14.0
2016-05-03 23:00:00,0.0,293.0,0.0,1.8,6.6,77.3,2.7,14.0
2016-05-03 23:30:00,0.0,299.0,0.0,1.9,6.2,79.9,2.8,14.0
2016-05-04 00:00:00,0.0,302.0,0.0,1.9,5.9,81.8,2.9,14.0
2016-05-04 00:30:00,0.0,287.0,0.0,1.2,5.4,84.6,2.8,14.0
2016-05-04 01:00:00,0.0,281.0,0.0,0.4,4.6,88.6,2.7,14.0
2016-05-04 01:30:00,0.0,259.0,0.0,0.0,4.0,91.5,2.6,14.0
2016-05-04 02:00:00,0.0,268.0,0.0,0.0,3.9,93.6,2.7,14.0
2016-05-04 02:30:00,0.0,247.0,0.0,0.0,3.5,94.4,2.5,14.0
2016-05-04 03:00:00,0.0,248.0,0.0,0.0,3.2,95.9,2.5,14.0
2016-05-04 03:30:00,0.0,251.0,0.0,0.0,2.9,96.9,2.3,14.0
2016-05-04 04:00:00,0.0,255.0,0.0,0.0,3.0,97.8,2.6,14.0
2016-05-04 04:30:00,0.0,257.0,0.0,0.7,2.9,98.2,2.6,14.0
2016-05-04 05:00:00,0.0,249.0,0.0,1.4,3.0,98.5,2.6,14.0
2016-05-04 05:30:00,12.0,268.0,0.0,0.6,2.9,98.8,2.6,14.0
2016-05-04 06:00:00,27.0,256.0,0.0,0.0,3.3,99.0,3.0,14.0
2016-05-04 06:30:00,47.0,241.0,0.0,0.0,4.0,99.1,3.8,14.0
2016-05-04 07:00:00,88.0,266.0,0.0,0.2,4.6,98.7,4.3,14.0
2016-05-04 07:30:00,121.0,286.0,0.0,0.7,5.4,97.3,4.9,14.0
2016-05-04 08:00:00,194.0,317.0,0.0,1.0,6.2,94.4,5.2,14.0
2016-05-04 08:30:00,337.0,325.0,0.0,1.3,7.3,88.3,5.4,14.0
2016-05-04 09:00:00,375.0,296.0,0.0,2.1,8.2,75.8,4.0,14.0
